orderNumber words answerAudioFile answerParts
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/девочка_бросает.mp3; (девочка, бросает)
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/девочка_читает.mp3; (девочка, читает)
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/девочка_рисует.mp3; (девочка, рисует)

1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/бабушка_бросает.mp3; (бабушка, бросает)
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/бабушка_читает.mp3; (бабушка, читает)
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/бабушка_рисует.mp3; (бабушка, рисует)

1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/дедушка_бросает.mp3; (дедушка, бросает)
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/дедушка_читает.mp3; (дедушка, читает)
1; (),(),(девочка, дедушка, бабушка), (бросает, читает, рисует),(),(); series3/дедушка_рисует.mp3; (дедушка, рисует)
